,values,task,feature,category
10407,-2.048974,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10408,-0.6898063,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10409,-1.79145,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10410,-1.2137189,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10411,-1.516855,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10412,-1.6414405,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10413,-1.9749645,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10414,-1.0282931,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10415,-1.4269575,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10416,-1.3195828,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10417,-1.5970773,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10418,-1.3023082,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10419,-1.5395293,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10420,-2.806343,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10421,-1.8589009,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10422,-1.1286634,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10423,-1.5836282,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10424,-1.4422569,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10425,-2.0485091,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10426,-1.3533598,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10427,-1.4727391,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10428,-1.5020614,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10429,-2.2230542,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10430,-2.2971654,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10431,-1.1868669,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10432,-1.5699513,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10433,-1.5110632,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10434,-1.542118,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10435,-1.2690675,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10436,-1.250365,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10437,-1.2755647,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10438,-1.1396847,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10439,-1.879254,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10440,-1.5946666,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10441,-1.2080295,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10442,-1.3064616,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10443,-1.708033,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10444,-1.1940792,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10445,-1.3763646,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10446,-1.2330536,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10447,-1.468032,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10448,-1.3458022,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10449,-0.81303316,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10450,-1.5916184,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10451,-1.9502225,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10452,-1.4687071,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10453,-1.407947,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10454,-1.487083,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10455,-1.7663535,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10456,-0.83813834,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10457,-1.7185576,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10458,-0.71137214,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10459,-0.756636,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10460,-1.5944815,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10461,-0.7726485,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10462,-1.4959793,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10463,-0.6030723,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10464,-1.4782163,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10465,-0.8129796,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10466,-1.5789449,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10467,-1.1218469,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10468,-1.4749506,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10469,-2.253348,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10470,-0.5562255,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10471,-0.875326,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10472,-0.9489592,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10473,-1.0153134,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10474,-1.4818856,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10475,-1.6620728,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10476,-1.6755731,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10477,-0.8629543,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10478,-1.7887737,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10479,-1.2580931,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10480,-1.9998263,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10481,-0.7248726,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10482,-1.7241497,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10483,-1.3510346,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10484,-1.6509933,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10485,-1.3061199,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10486,-1.329721,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10487,-1.4182951,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10488,-1.264293,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10489,-1.1366602,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10490,-1.4264113,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10491,-0.92028666,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10492,-0.89004016,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10493,-1.0457938,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10494,-0.9485471,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10495,-1.459661,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10496,-0.9858526,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10497,-1.4400543,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10498,-0.82033676,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10499,-0.9616612,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10500,-1.442078,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10501,-0.9587472,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10502,-0.7563003,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10503,-1.1671318,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10504,-2.14065,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10505,-1.1756947,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10506,-0.85886234,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10507,-1.7178012,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10508,-1.2580369,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10509,-1.1568542,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10510,-1.5044913,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10511,-1.5106174,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10512,-0.8494715,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10513,-1.6089348,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10514,-0.880557,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10515,-1.3287442,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10516,-0.9649658,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10517,-1.3898981,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10518,-0.8161631,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10519,-1.3888959,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10520,-1.0999192,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10521,-1.3397993,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10522,-1.4737628,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10523,-0.94935715,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10524,-0.818643,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10525,-0.90865004,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10526,-1.0666208,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10527,-1.1197042,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10528,-1.3258975,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10529,-1.3039116,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10530,-1.1947901,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10531,-0.7575569,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10532,-0.86826444,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10533,-1.3271937,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10534,-1.6689159,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10535,-0.9965129,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10536,-1.6304898,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10537,-0.4512173,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10538,-1.6961204,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10539,-1.0216495,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10540,-0.36458445,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10541,-1.0047275,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10542,-1.1453556,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10543,-1.0777595,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10544,-1.712123,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10545,-1.3111297,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10546,-0.91707224,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10547,-1.2676625,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10548,-1.1887076,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10549,-1.5871305,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10550,-0.8919083,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10551,-0.88627815,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10552,-1.8197186,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10553,-0.73169166,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10554,-1.3209761,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10555,-0.8820133,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10556,-0.8754108,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10557,-1.2105019,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10558,-1.2949485,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10559,-1.4453986,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10560,-0.8966253,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10561,-0.9582092,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10562,-0.8021703,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10563,-1.3496275,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10564,-0.9761866,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10565,-1.2994077,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10566,0.0,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10567,-0.7870767,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10568,-0.85191077,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10569,-1.0238951,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10570,-1.3373064,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10571,-0.69964117,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10572,-0.74588716,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10573,-1.1394852,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10574,-0.8794279,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10575,-1.4456748,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10576,-1.5889649,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10577,-0.9994415,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10578,-1.6031839,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10579,-1.7217119,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10580,-1.4447879,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10581,-1.3794179,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10582,-0.9980842,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10583,-1.0748103,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10584,-1.0865935,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10585,-1.0452211,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10586,-1.1065711,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10587,-1.178993,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10588,-1.1738447,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10589,-1.4407302,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10590,-1.5200229,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10591,-1.1522974,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10592,-1.0790106,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10593,-1.5737412,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10594,-1.37271,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10595,-0.92654467,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10596,-1.1939952,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10597,-2.1919334,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10598,-1.6764966,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10599,-1.4601915,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10600,-0.9735093,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10601,-1.7953498,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10602,-1.046335,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10603,-0.9009862,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10604,-1.5158483,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10605,-2.275572,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10606,-1.0099884,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10607,-0.96960694,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10608,-1.4367118,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10609,-1.5852399,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10610,-1.5976148,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10611,-1.4424577,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10612,-1.2031522,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10613,-1.3614863,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10614,-1.2632177,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10615,-1.8185323,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10616,-2.0009105,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10617,-1.2141274,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10618,-1.3564191,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10619,-1.095049,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10620,-1.3151628,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10621,-1.4571968,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10622,-0.95057434,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10623,-1.6067896,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10624,-0.9001667,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10625,-1.3945624,book,F1amplitudeLogRelF0_sma3nz_stddevNorm,spectral
10626,1625.7942,book,F2frequency_sma3nz_amean,frequency
10627,1534.527,book,F2frequency_sma3nz_amean,frequency
10628,1473.4565,book,F2frequency_sma3nz_amean,frequency
10629,1537.0956,book,F2frequency_sma3nz_amean,frequency
10630,1464.9457,book,F2frequency_sma3nz_amean,frequency
10631,1511.5057,book,F2frequency_sma3nz_amean,frequency
10632,1583.0305,book,F2frequency_sma3nz_amean,frequency
10633,1555.16,book,F2frequency_sma3nz_amean,frequency
10634,1911.1073,book,F2frequency_sma3nz_amean,frequency
10635,1416.6864,book,F2frequency_sma3nz_amean,frequency
10636,1574.5665,book,F2frequency_sma3nz_amean,frequency
10637,1488.1696,book,F2frequency_sma3nz_amean,frequency
10638,1418.2202,book,F2frequency_sma3nz_amean,frequency
10639,1733.6736,book,F2frequency_sma3nz_amean,frequency
10640,1511.0775,book,F2frequency_sma3nz_amean,frequency
10641,1515.2084,book,F2frequency_sma3nz_amean,frequency
10642,1561.7395,book,F2frequency_sma3nz_amean,frequency
10643,1418.0653,book,F2frequency_sma3nz_amean,frequency
10644,1403.4509,book,F2frequency_sma3nz_amean,frequency
10645,1523.1711,book,F2frequency_sma3nz_amean,frequency
10646,1423.573,book,F2frequency_sma3nz_amean,frequency
10647,1543.279,book,F2frequency_sma3nz_amean,frequency
10648,1462.3663,book,F2frequency_sma3nz_amean,frequency
10649,1517.6974,book,F2frequency_sma3nz_amean,frequency
10650,1530.6571,book,F2frequency_sma3nz_amean,frequency
10651,1501.2625,book,F2frequency_sma3nz_amean,frequency
10652,1455.4167,book,F2frequency_sma3nz_amean,frequency
10653,1565.2201,book,F2frequency_sma3nz_amean,frequency
10654,1492.4314,book,F2frequency_sma3nz_amean,frequency
10655,1574.6731,book,F2frequency_sma3nz_amean,frequency
10656,1543.9718,book,F2frequency_sma3nz_amean,frequency
10657,1558.9727,book,F2frequency_sma3nz_amean,frequency
10658,1547.7316,book,F2frequency_sma3nz_amean,frequency
10659,1529.1265,book,F2frequency_sma3nz_amean,frequency
10660,1492.5007,book,F2frequency_sma3nz_amean,frequency
10661,1468.411,book,F2frequency_sma3nz_amean,frequency
10662,1492.683,book,F2frequency_sma3nz_amean,frequency
10663,1450.7301,book,F2frequency_sma3nz_amean,frequency
10664,1446.8301,book,F2frequency_sma3nz_amean,frequency
10665,1456.235,book,F2frequency_sma3nz_amean,frequency
10666,1419.6609,book,F2frequency_sma3nz_amean,frequency
10667,1544.0419,book,F2frequency_sma3nz_amean,frequency
10668,1548.1989,book,F2frequency_sma3nz_amean,frequency
10669,1543.718,book,F2frequency_sma3nz_amean,frequency
10670,1501.3538,book,F2frequency_sma3nz_amean,frequency
10671,1446.5747,book,F2frequency_sma3nz_amean,frequency
10672,1438.5929,book,F2frequency_sma3nz_amean,frequency
10673,1430.8307,book,F2frequency_sma3nz_amean,frequency
10674,1433.6947,book,F2frequency_sma3nz_amean,frequency
10675,1505.0619,book,F2frequency_sma3nz_amean,frequency
10676,1511.2311,book,F2frequency_sma3nz_amean,frequency
10677,1491.4333,book,F2frequency_sma3nz_amean,frequency
10678,1471.4657,book,F2frequency_sma3nz_amean,frequency
10679,1473.1266,book,F2frequency_sma3nz_amean,frequency
10680,1449.6426,book,F2frequency_sma3nz_amean,frequency
10681,1481.4596,book,F2frequency_sma3nz_amean,frequency
10682,1491.0891,book,F2frequency_sma3nz_amean,frequency
10683,1506.6477,book,F2frequency_sma3nz_amean,frequency
10684,1488.8026,book,F2frequency_sma3nz_amean,frequency
10685,1470.379,book,F2frequency_sma3nz_amean,frequency
10686,1457.2693,book,F2frequency_sma3nz_amean,frequency
10687,1762.76,book,F2frequency_sma3nz_amean,frequency
10688,1503.25,book,F2frequency_sma3nz_amean,frequency
10689,1562.2521,book,F2frequency_sma3nz_amean,frequency
10690,1446.0857,book,F2frequency_sma3nz_amean,frequency
10691,1486.7212,book,F2frequency_sma3nz_amean,frequency
10692,1609.6733,book,F2frequency_sma3nz_amean,frequency
10693,1535.9082,book,F2frequency_sma3nz_amean,frequency
10694,1642.9142,book,F2frequency_sma3nz_amean,frequency
10695,1696.3496,book,F2frequency_sma3nz_amean,frequency
10696,1565.624,book,F2frequency_sma3nz_amean,frequency
10697,1588.6144,book,F2frequency_sma3nz_amean,frequency
10698,1477.1682,book,F2frequency_sma3nz_amean,frequency
10699,1525.949,book,F2frequency_sma3nz_amean,frequency
10700,1450.0978,book,F2frequency_sma3nz_amean,frequency
10701,1600.5743,book,F2frequency_sma3nz_amean,frequency
10702,1554.1168,book,F2frequency_sma3nz_amean,frequency
10703,1672.2968,book,F2frequency_sma3nz_amean,frequency
10704,1468.377,book,F2frequency_sma3nz_amean,frequency
10705,1546.3975,book,F2frequency_sma3nz_amean,frequency
10706,1438.8081,book,F2frequency_sma3nz_amean,frequency
10707,1502.6484,book,F2frequency_sma3nz_amean,frequency
10708,1522.6232,book,F2frequency_sma3nz_amean,frequency
10709,1521.3339,book,F2frequency_sma3nz_amean,frequency
10710,1518.8032,book,F2frequency_sma3nz_amean,frequency
10711,1420.3492,book,F2frequency_sma3nz_amean,frequency
10712,1514.1376,book,F2frequency_sma3nz_amean,frequency
10713,1460.4429,book,F2frequency_sma3nz_amean,frequency
10714,1529.5388,book,F2frequency_sma3nz_amean,frequency
10715,1456.4421,book,F2frequency_sma3nz_amean,frequency
10716,1498.7526,book,F2frequency_sma3nz_amean,frequency
10717,1447.9884,book,F2frequency_sma3nz_amean,frequency
10718,1521.8633,book,F2frequency_sma3nz_amean,frequency
10719,1568.1372,book,F2frequency_sma3nz_amean,frequency
10720,1510.2032,book,F2frequency_sma3nz_amean,frequency
10721,1443.9067,book,F2frequency_sma3nz_amean,frequency
10722,1627.9049,book,F2frequency_sma3nz_amean,frequency
10723,1905.9071,book,F2frequency_sma3nz_amean,frequency
10724,1544.1698,book,F2frequency_sma3nz_amean,frequency
10725,1602.8438,book,F2frequency_sma3nz_amean,frequency
10726,1504.9706,book,F2frequency_sma3nz_amean,frequency
10727,1563.7008,book,F2frequency_sma3nz_amean,frequency
10728,1523.6288,book,F2frequency_sma3nz_amean,frequency
10729,1533.6825,book,F2frequency_sma3nz_amean,frequency
10730,1677.417,book,F2frequency_sma3nz_amean,frequency
10731,1475.6372,book,F2frequency_sma3nz_amean,frequency
10732,1590.2008,book,F2frequency_sma3nz_amean,frequency
10733,1647.87,book,F2frequency_sma3nz_amean,frequency
10734,1486.1567,book,F2frequency_sma3nz_amean,frequency
10735,1423.1299,book,F2frequency_sma3nz_amean,frequency
10736,1556.3551,book,F2frequency_sma3nz_amean,frequency
10737,1711.1449,book,F2frequency_sma3nz_amean,frequency
10738,1473.4604,book,F2frequency_sma3nz_amean,frequency
10739,1570.1229,book,F2frequency_sma3nz_amean,frequency
10740,1468.4939,book,F2frequency_sma3nz_amean,frequency
10741,1468.833,book,F2frequency_sma3nz_amean,frequency
10742,1464.2161,book,F2frequency_sma3nz_amean,frequency
10743,1840.6133,book,F2frequency_sma3nz_amean,frequency
10744,1507.644,book,F2frequency_sma3nz_amean,frequency
10745,1553.316,book,F2frequency_sma3nz_amean,frequency
10746,1504.1293,book,F2frequency_sma3nz_amean,frequency
10747,1577.7062,book,F2frequency_sma3nz_amean,frequency
10748,1574.4442,book,F2frequency_sma3nz_amean,frequency
10749,1649.599,book,F2frequency_sma3nz_amean,frequency
10750,1503.0634,book,F2frequency_sma3nz_amean,frequency
10751,1576.7924,book,F2frequency_sma3nz_amean,frequency
10752,1469.9868,book,F2frequency_sma3nz_amean,frequency
10753,1514.9116,book,F2frequency_sma3nz_amean,frequency
10754,1511.7147,book,F2frequency_sma3nz_amean,frequency
10755,1616.52,book,F2frequency_sma3nz_amean,frequency
10756,1511.5829,book,F2frequency_sma3nz_amean,frequency
10757,1475.8376,book,F2frequency_sma3nz_amean,frequency
10758,1561.1362,book,F2frequency_sma3nz_amean,frequency
10759,1495.5035,book,F2frequency_sma3nz_amean,frequency
10760,1501.3158,book,F2frequency_sma3nz_amean,frequency
10761,1513.3306,book,F2frequency_sma3nz_amean,frequency
10762,1835.2905,book,F2frequency_sma3nz_amean,frequency
10763,1539.7522,book,F2frequency_sma3nz_amean,frequency
10764,1444.0612,book,F2frequency_sma3nz_amean,frequency
10765,1543.5046,book,F2frequency_sma3nz_amean,frequency
10766,1646.3258,book,F2frequency_sma3nz_amean,frequency
10767,1460.5001,book,F2frequency_sma3nz_amean,frequency
10768,1724.1736,book,F2frequency_sma3nz_amean,frequency
10769,1511.4061,book,F2frequency_sma3nz_amean,frequency
10770,1572.9572,book,F2frequency_sma3nz_amean,frequency
10771,1456.6608,book,F2frequency_sma3nz_amean,frequency
10772,1528.7736,book,F2frequency_sma3nz_amean,frequency
10773,1553.4949,book,F2frequency_sma3nz_amean,frequency
10774,1588.5383,book,F2frequency_sma3nz_amean,frequency
10775,1449.9288,book,F2frequency_sma3nz_amean,frequency
10776,1463.7834,book,F2frequency_sma3nz_amean,frequency
10777,1536.6356,book,F2frequency_sma3nz_amean,frequency
10778,1446.5383,book,F2frequency_sma3nz_amean,frequency
10779,1525.9075,book,F2frequency_sma3nz_amean,frequency
